Season,Matchnumber,Venue,Date_Time,Winningteam,Firstteam,Secondteam,Link
2008,59,"DY Patil Stadium, NAVI MUMBAI","JUN, SUN 1 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 3 WICKETS,"CHENNAI SUPER KINGS
163/5
(20 OV)","RAJASTHAN ROYALS
164/7
(20 OV )",https://www.iplt20.com/match/2008/10058
2008,58,"Wankhede Stadium, Mumbai","MAY, SAT 31 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 9 WICKETS,"CHENNAI SUPER KINGS
116/1
(14.5 OV)","PUNJAB KINGS
112/8
(20 OV )",https://www.iplt20.com/match/2008/10057
2008,57,"Wankhede Stadium, Mumbai","MAY, FRI 30 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 105 RUNS,"DELHI DAREDEVILS
87
(16.1 OV)","RAJASTHAN ROYALS
192/9
(20 OV )",https://www.iplt20.com/match/2008/10056
2008,56,"IS Bindra Stadium, Mohali","MAY, WED 28 , 8:00 pm IST",PUNJAB KINGS WON BY 41 RUNS,"PUNJAB KINGS
221/3
(20 OV)","RAJASTHAN ROYALS
180/7
(20 OV )",https://www.iplt20.com/match/2008/10055
2008,55,"M. Chinnaswamy Stadium, Bengaluru","MAY, WED 28 , 4:00 pm IST",MUMBAI INDIANS WON BY 9 WICKETS,"ROYAL CHALLENGERS BANGALORE
122/9
(18 OV)","MUMBAI INDIANS
126/1
(16 OV )",https://www.iplt20.com/match/2008/10054
2008,54,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, TUE 27 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 7 WICKETS,"DECCAN CHARGERS
147/8
(20 OV)","CHENNAI SUPER KINGS
148/3
(19.2 OV )",https://www.iplt20.com/match/2008/10053
2008,53,"Sawai Mansingh Stadium, Jaipur","MAY, MON 26 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 5 WICKETS,"RAJASTHAN ROYALS
146/5
(20 OV)","MUMBAI INDIANS
145/7
(20 OV )",https://www.iplt20.com/match/2008/10052
2008,52,"Eden Gardens, Kolkata","MAY, SUN 25 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 3 WICKETS,"KOLKATA KNIGHT RIDERS
175/7
(19.4 OV)","PUNJAB KINGS
174/6
(20 OV )",https://www.iplt20.com/match/2008/10051
2008,51,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, SUN 25 , 4:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 5 WICKETS,"DECCAN CHARGERS
165
(20 OV)","ROYAL CHALLENGERS BANGALORE
171/5
(19 OV )",https://www.iplt20.com/match/2008/10050
2008,50,"Arun Jaitley Stadium, Delhi","MAY, SAT 24 , 8:00 pm IST",DELHI DAREDEVILS WON BY 5 WICKETS,"DELHI DAREDEVILS
179/5
(19.5 OV)","MUMBAI INDIANS
180/8
(20 OV )",https://www.iplt20.com/match/2008/10049
2008,49,"M. A. Chidambaram Stadium, Chennai","MAY, SAT 24 , 4:00 pm IST",RAJASTHAN ROYALS WON BY 10 RUNS,"CHENNAI SUPER KINGS
201/7
(20 OV)","RAJASTHAN ROYALS
211/5
(20 OV )",https://www.iplt20.com/match/2008/10048
2008,48,"IS Bindra Stadium, Mohali","MAY, FRI 23 , 8:00 pm IST",PUNJAB KINGS WON BY 6 WICKETS,"PUNJAB KINGS
178/4
(19.3 OV)","DECCAN CHARGERS
175/4
(20 OV )",https://www.iplt20.com/match/2008/10047
2008,47,"Arun Jaitley Stadium, Delhi","MAY, THU 22 , 8:00 pm IST",MATCH ABANDONED WITHOUT A BALL BOWLED,DELHI DAREDEVILS,KOLKATA KNIGHT RIDERS,https://www.iplt20.com/match/2008/10046
2008,46,"M. A. Chidambaram Stadium, Chennai","MAY, WED 21 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 14 RUNS,"CHENNAI SUPER KINGS
112/8
(20 OV)","ROYAL CHALLENGERS BANGALORE
126/8
(20 OV )",https://www.iplt20.com/match/2008/10045
2008,45,"Wankhede Stadium, Mumbai","MAY, WED 21 , 4:00 pm IST",PUNJAB KINGS WON BY 1 RUN,"MUMBAI INDIANS
188
(20 OV)","PUNJAB KINGS
189/4
(20 OV )",https://www.iplt20.com/match/2008/10044
2008,44,"Eden Gardens, Kolkata","MAY, TUE 20 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 6 WICKETS,"KOLKATA KNIGHT RIDERS
147/8
(20 OV)","RAJASTHAN ROYALS
150/4
(16.3 OV )",https://www.iplt20.com/match/2008/10043
2008,43,"M. Chinnaswamy Stadium, Bengaluru","MAY, MON 19 , 8:00 pm IST",DELHI DAREDEVILS WON BY 5 WICKETS,"ROYAL CHALLENGERS BANGALORE
154/7
(20 OV)","DELHI DAREDEVILS
158/5
(18.2 OV )",https://www.iplt20.com/match/2008/10042
2008,42,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, SUN 18 , 8:00 pm IST",MUMBAI INDIANS WON BY 25 RUNS,"DECCAN CHARGERS
153/7
(20 OV)","MUMBAI INDIANS
178/7
(20 OV )",https://www.iplt20.com/match/2008/10041
2008,41,"Eden Gardens, Kolkata","MAY, SUN 18 , 4:00 pm IST",CSK WON BY 3 RUNS (D/L METHOD),"KOLKATA KNIGHT RIDERS
149/5
(20 OV)","CHENNAI SUPER KINGS
55/0
(8 OV )",https://www.iplt20.com/match/2008/10040
2008,40,"Arun Jaitley Stadium, Delhi","MAY, SAT 17 , 8:00 pm IST",KINGS XI PUNJAB WON BY 6 RUNS (D/L METHOD),"DELHI DAREDEVILS
118/4
(11 OV)","PUNJAB KINGS
94/3
(8 OV )",https://www.iplt20.com/match/2008/10039
2008,39,"Sawai Mansingh Stadium, Jaipur","MAY, SAT 17 , 4:00 pm IST",RAJASTHAN ROYALS WON BY 65 RUNS,"RAJASTHAN ROYALS
197/1
(20 OV)","ROYAL CHALLENGERS BANGALORE
132/9
(20 OV )",https://www.iplt20.com/match/2008/10038
2008,38,"Wankhede Stadium, Mumbai","MAY, FRI 16 , 8:00 pm IST",MUMBAI INDIANS WON BY 8 WICKETS,"MUMBAI INDIANS
68/2
(5.3 OV)","KOLKATA KNIGHT RIDERS
67
(15.2 OV )",https://www.iplt20.com/match/2008/10037
2008,37,"Arun Jaitley Stadium, Delhi","MAY, THU 15 , 8:00 pm IST",DELHI DAREDEVILS WON BY 12 RUNS,"DELHI DAREDEVILS
194/4
(20 OV)","DECCAN CHARGERS
182/9
(20 OV )",https://www.iplt20.com/match/2008/10036
2008,36,"Wankhede Stadium, Mumbai","MAY, WED 14 , 8:00 pm IST",MUMBAI INDIANS WON BY 9 WICKETS,"MUMBAI INDIANS
158/1
(13.5 OV)","CHENNAI SUPER KINGS
156/6
(20 OV )",https://www.iplt20.com/match/2008/10035
2008,35,"Eden Gardens, Kolkata","MAY, TUE 13 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 23 RUNS,"KOLKATA KNIGHT RIDERS
133/6
(20 OV)","DELHI DAREDEVILS
110
(17.5 OV )",https://www.iplt20.com/match/2008/10034
2008,34,"IS Bindra Stadium, Mohali","MAY, MON 12 , 8:00 pm IST",PUNJAB KINGS WON BY 9 WICKETS,"PUNJAB KINGS
144/1
(15.4 OV)","ROYAL CHALLENGERS BANGALORE
143/8
(20 OV )",https://www.iplt20.com/match/2008/10033
2008,33,"Sawai Mansingh Stadium, Jaipur","MAY, SUN 11 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 3 WICKETS,"RAJASTHAN ROYALS
159/7
(19.1 OV)","DELHI DAREDEVILS
156/7
(20 OV )",https://www.iplt20.com/match/2008/10032
2008,32,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, SUN 11 , 4:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 23 RUNS,"DECCAN CHARGERS
181/7
(20 OV)","KOLKATA KNIGHT RIDERS
204/4
(20 OV )",https://www.iplt20.com/match/2008/10031
2008,31,"M. A. Chidambaram Stadium, Chennai","MAY, SAT 10 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 18 RUNS,"CHENNAI SUPER KINGS
181/4
(20 OV)","PUNJAB KINGS
163/9
(20 OV )",https://www.iplt20.com/match/2008/10030
2008,30,"Sawai Mansingh Stadium, Jaipur","MAY, FRI 9 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 8 WICKETS,"RAJASTHAN ROYALS
141/2
(16 OV)","DECCAN CHARGERS
140/8
(20 OV )",https://www.iplt20.com/match/2008/10029
2008,29,"Eden Gardens, Kolkata","MAY, THU 8 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 5 RUNS,"KOLKATA KNIGHT RIDERS
129/7
(16 OV)","ROYAL CHALLENGERS BANGALORE
124/4
(16 OV )",https://www.iplt20.com/match/2008/10028
2008,28,"Arun Jaitley Stadium, Delhi","MAY, THU 8 , 4:00 pm IST",CHENNAI SUPER KINGS WON BY 4 WICKETS,"DELHI DAREDEVILS
187/5
(20 OV)","CHENNAI SUPER KINGS
188/6
(20 OV )",https://www.iplt20.com/match/2008/10027
2008,27,"DY Patil Stadium, NAVI MUMBAI","MAY, WED 7 , 8:00 pm IST",MUMBAI INDIANS WON BY 7 WICKETS,"MUMBAI INDIANS
104/3
(15.1 OV)","RAJASTHAN ROYALS
103
(16.2 OV )",https://www.iplt20.com/match/2008/10026
2008,26,"M. A. Chidambaram Stadium, Chennai","MAY, TUE 6 , 8:00 pm IST",DECCAN CHARGERS WON BY 7 WICKETS,"CHENNAI SUPER KINGS
144/7
(20 OV)","DECCAN CHARGERS
148/3
(18 OV )",https://www.iplt20.com/match/2008/10025
2008,25,"M. Chinnaswamy Stadium, Bengaluru","MAY, MON 5 , 8:00 pm IST",PUNJAB KINGS WON BY 6 WICKETS,"ROYAL CHALLENGERS BANGALORE
126
(19.2 OV)","PUNJAB KINGS
127/4
(18.2 OV )",https://www.iplt20.com/match/2008/10024
2008,24,"Sawai Mansingh Stadium, Jaipur","MAY, SUN 4 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 8 WICKETS,"RAJASTHAN ROYALS
110/2
(14.2 OV)","CHENNAI SUPER KINGS
109
(19 OV )",https://www.iplt20.com/match/2008/10023
2008,23,"DY Patil Stadium, NAVI MUMBAI","MAY, SUN 4 , 4:00 pm IST",MUMBAI INDIANS WON BY 29 RUNS,"MUMBAI INDIANS
162/8
(20 OV)","DELHI DAREDEVILS
133
(18.5 OV )",https://www.iplt20.com/match/2008/10022
2008,22,"IS Bindra Stadium, Mohali","MAY, SAT 3 , 8:00 pm IST",PUNJAB KINGS WON BY 9 RUNS,"PUNJAB KINGS
178/6
(20 OV)","KOLKATA KNIGHT RIDERS
169/6
(20 OV )",https://www.iplt20.com/match/2008/10021
2008,21,"M. Chinnaswamy Stadium, Bengaluru","MAY, SAT 3 , 4:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 3 RUNS,"ROYAL CHALLENGERS BANGALORE
156/8
(20 OV)","DECCAN CHARGERS
153/6
(20 OV )",https://www.iplt20.com/match/2008/10020
2008,20,"M. A. Chidambaram Stadium, Chennai","MAY, FRI 2 , 8:00 pm IST",DELHI DAREDEVILS WON BY 8 WICKETS,"CHENNAI SUPER KINGS
169/6
(20 OV)","DELHI DAREDEVILS
172/2
(19 OV )",https://www.iplt20.com/match/2008/10019
2008,19,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, THU 1 , 8:00 pm IST",PUNJAB KINGS WON BY 7 WICKETS,"DECCAN CHARGERS
164/8
(20 OV)","PUNJAB KINGS
167/3
(18.5 OV )",https://www.iplt20.com/match/2008/10018
2008,18,"Sawai Mansingh Stadium, Jaipur","MAY, THU 1 , 4:00 pm IST",RAJASTHAN ROYALS WON BY 45 RUNS,"RAJASTHAN ROYALS
196/7
(20 OV)","KOLKATA KNIGHT RIDERS
151
(19.1 OV )",https://www.iplt20.com/match/2008/10017
2008,17,"Arun Jaitley Stadium, Delhi","APR, WED 30 , 8:00 pm IST",DELHI DAREDEVILS WON BY 10 RUNS,"DELHI DAREDEVILS
191/5
(20 OV)","ROYAL CHALLENGERS BANGALORE
181/5
(20 OV )",https://www.iplt20.com/match/2008/10016
2008,16,"Eden Gardens, Kolkata","APR, TUE 29 , 8:00 pm IST",MUMBAI INDIANS WON BY 7 WICKETS,"KOLKATA KNIGHT RIDERS
137/8
(20 OV)","MUMBAI INDIANS
138/3
(18.4 OV )",https://www.iplt20.com/match/2008/10015
2008,15,"M. Chinnaswamy Stadium, Bengaluru","APR, MON 28 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 13 RUNS,"ROYAL CHALLENGERS BANGALORE
165
(19.4 OV)","CHENNAI SUPER KINGS
178/5
(20 OV )",https://www.iplt20.com/match/2008/10014
2008,14,"DY Patil Stadium, NAVI MUMBAI","APR, SUN 27 , 8:00 pm IST",DECCAN CHARGERS WON BY 10 WICKETS,"MUMBAI INDIANS
154/7
(20 OV)","DECCAN CHARGERS
155/0
(12 OV )",https://www.iplt20.com/match/2008/10013
2008,13,"IS Bindra Stadium, Mohali","APR, SUN 27 , 4:00 pm IST",PUNJAB KINGS WON BY 4 WICKETS,"PUNJAB KINGS
162/6
(19.3 OV)","DELHI DAREDEVILS
158/8
(20 OV )",https://www.iplt20.com/match/2008/10012
2008,12,"M. Chinnaswamy Stadium, Bengaluru","APR, SAT 26 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 7 WICKETS,"ROYAL CHALLENGERS BANGALORE
135/8
(20 OV)","RAJASTHAN ROYALS
138/3
(17.1 OV )",https://www.iplt20.com/match/2008/10011
2008,11,"M. A. Chidambaram Stadium, Chennai","APR, SAT 26 , 4:00 pm IST",CHENNAI SUPER KINGS WON BY 9 WICKETS,"CHENNAI SUPER KINGS
152/1
(17 OV)","KOLKATA KNIGHT RIDERS
147/9
(20 OV )",https://www.iplt20.com/match/2008/10010
2008,10,"IS Bindra Stadium, Mohali","APR, FRI 25 , 8:00 pm IST",PUNJAB KINGS WON BY 66 RUNS,"PUNJAB KINGS
182
(20 OV)","MUMBAI INDIANS
116/9
(20 OV )",https://www.iplt20.com/match/2008/10009
2008,9,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, THU 24 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 3 WICKETS,"DECCAN CHARGERS
214/5
(20 OV)","RAJASTHAN ROYALS
217/7
(19.5 OV )",https://www.iplt20.com/match/2008/10008
2008,8,"M. A. Chidambaram Stadium, Chennai","APR, WED 23 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 6 RUNS,"CHENNAI SUPER KINGS
208/5
(20 OV)","MUMBAI INDIANS
202/7
(20 OV )",https://www.iplt20.com/match/2008/10007
